dates,Close,SandP_Change
4/14/1958,42,0.00620
4/15/1958,42.43,0.01020
4/16/1958,42.099998,-0.00780
4/17/1958,42.25,0.00360
4/18/1958,42.709999,0.01090
4/21/1958,42.93,0.00520
4/22/1958,42.799999,-0.00300
4/23/1958,42.799999,0.00000
4/24/1958,43.139999,0.00790
4/25/1958,43.360001,0.00510
4/28/1958,43.220001,-0.00320
4/29/1958,43,-0.00510
4/30/1958,43.439999,0.01020
5/1/1958,43.540001,0.00230
5/2/1958,43.689999,0.00340
5/5/1958,43.790001,0.00230
5/6/1958,44.009998,0.00500
5/7/1958,43.93,-0.00180
5/8/1958,43.990002,0.00140
5/9/1958,44.09,0.00230
5/12/1958,43.75,-0.00770
5/13/1958,43.619999,-0.00300
5/14/1958,43.119999,-0.01150
5/15/1958,43.34,0.00510
5/16/1958,43.360001,0.00050
5/19/1958,43.240002,-0.00280
5/20/1958,43.610001,0.00860
5/21/1958,43.549999,-0.00140
5/22/1958,43.779999,0.00530
5/23/1958,43.869999,0.00210
5/26/1958,43.849998,-0.00050
5/27/1958,43.790001,-0.00140
5/28/1958,43.849998,0.00140
5/29/1958,44.09,0.00550
6/2/1958,44.310001,0.00500
6/3/1958,44.459999,0.00340
6/4/1958,44.5,0.00090
6/5/1958,44.549999,0.00110
6/6/1958,44.639999,0.00200
6/9/1958,44.57,-0.00160
6/10/1958,44.48,-0.00200
6/11/1958,44.490002,0.00020
6/12/1958,44.75,0.00580
6/13/1958,45.02,0.00600
6/16/1958,45.18,0.00360
6/17/1958,44.939999,-0.00530
6/18/1958,45.34,0.00890
6/19/1958,44.610001,-0.01610
6/20/1958,44.849998,0.00540
6/23/1958,44.689999,-0.00360
6/24/1958,44.52,-0.00380
6/25/1958,44.630001,0.00250
6/26/1958,44.84,0.00470
6/27/1958,44.900002,0.00130
6/30/1958,45.240002,0.00760
7/1/1958,45.279999,0.00090
7/2/1958,45.32,0.00090
7/3/1958,45.470001,0.00330
7/7/1958,45.619999,0.00330
7/8/1958,45.400002,-0.00480
7/9/1958,45.25,-0.00330
7/10/1958,45.419998,0.00380
7/11/1958,45.720001,0.00660
7/14/1958,45.139999,-0.01270
7/15/1958,45.110001,-0.00070
7/16/1958,45.25,0.00310
7/17/1958,45.549999,0.00660
7/18/1958,45.77,0.00480
7/21/1958,46.330002,0.01220
7/22/1958,46.41,0.00170
