dates,Close,NASDAQ_Change
5/17/1983,301.019989,0.00470
5/18/1983,303.51001,0.00830
5/19/1983,302.820007,-0.00230
5/20/1983,303.559998,0.00240
5/23/1983,303.859985,0.00100
5/24/1983,307.359985,0.01150
5/25/1983,309.160004,0.00590
5/26/1983,311.390015,0.00720
5/27/1983,312.049988,0.00210
5/31/1983,308.730011,-0.01060
6/1/1983,307.950012,-0.00250
6/2/1983,310.450012,0.00810
6/3/1983,313.850006,0.01100
6/6/1983,315.480011,0.00520
6/7/1983,314.170013,-0.00420
6/8/1983,312.48999,-0.00530
6/9/1983,312.73999,0.00080
6/10/1983,315.23999,0.00800
6/13/1983,318.049988,0.00890
6/14/1983,320.040009,0.00630
6/15/1983,322.040009,0.00620
6/16/1983,326.5,0.01380
6/17/1983,326.109985,-0.00120
6/20/1983,324.630005,-0.00450
6/21/1983,325.959991,0.00410
6/22/1983,328.190002,0.00680
6/23/1983,327.329987,-0.00260
6/24/1983,328.910004,0.00480
6/27/1983,324.339996,-0.01390
6/28/1983,315.869995,-0.02610
6/29/1983,316.23999,0.00120
6/30/1983,318.700012,0.00780
7/1/1983,321.579987,0.00900
7/5/1983,317.149994,-0.01380
7/6/1983,319.140015,0.00630
7/7/1983,320.029999,0.00280
7/8/1983,319.570007,-0.00140
7/11/1983,320.380005,0.00250
7/12/1983,316.929993,-0.01080
7/13/1983,314.589996,-0.00740
7/14/1983,315.48999,0.00290
7/15/1983,312.869995,-0.00830
7/18/1983,310.290009,-0.00820
7/19/1983,311.170013,0.00280
7/20/1983,316.76001,0.01800
7/21/1983,319.290009,0.00800
7/22/1983,320.709991,0.00440
7/25/1983,320.839996,0.00040
7/26/1983,320.380005,-0.00140
7/27/1983,315.040009,-0.01670
7/28/1983,308.470001,-0.02090
7/29/1983,303.959991,-0.01460
8/1/1983,302.079987,-0.00620
8/2/1983,303.179993,0.00360
8/3/1983,303.859985,0.00220
8/4/1983,299.700012,-0.01370
8/5/1983,300.200012,0.00170
8/8/1983,294.929993,-0.01760
8/9/1983,294.26001,-0.00230
8/10/1983,296.649994,0.00810
8/11/1983,297.559998,0.00310
8/12/1983,299.579987,0.00680
8/15/1983,301.779999,0.00730
8/16/1983,299.850006,-0.00640
8/17/1983,300.839996,0.00330
8/18/1983,299.779999,-0.00350
8/19/1983,299.100006,-0.00230
8/22/1983,298.76001,-0.00110
8/23/1983,293.660004,-0.01710
8/24/1983,290.859985,-0.00950
8/25/1983,289.529999,-0.00460
8/26/1983,290.309998,0.00270
8/29/1983,289.359985,-0.00330
8/30/1983,289.859985,0.00170
8/31/1983,292.420013,0.00880
9/1/1983,294.549988,0.00730
9/2/1983,297.850006,0.01120
9/6/1983,301.230011,0.01130
9/7/1983,300.76001,-0.00160
9/8/1983,301.790009,0.00340
9/9/1983,302.230011,0.00150
9/12/1983,300.76001,-0.00490
9/13/1983,297.929993,-0.00940
9/14/1983,298.339996,0.00140
9/15/1983,297.190002,-0.00390
9/16/1983,298.269989,0.00360
9/19/1983,301.829987,0.01190
9/20/1983,303.359985,0.00510
9/21/1983,303.26001,-0.00030
9/22/1983,304.559998,0.00430
9/23/1983,303.609985,-0.00310
9/26/1983,303.769989,0.00050
9/27/1983,300.779999,-0.00980
9/28/1983,299.76001,-0.00340
9/29/1983,299.290009,-0.00160
9/30/1983,296.649994,-0.00880
10/3/1983,294.640015,-0.00680
10/4/1983,294.809998,0.00060
10/5/1983,294.570007,-0.00080
10/6/1983,295.779999,0.00410
10/7/1983,297.359985,0.00530
10/10/1983,297.420013,0.00020
10/11/1983,295.410004,-0.00680
10/12/1983,291.589996,-0.01290
10/13/1983,290.440002,-0.00390
10/14/1983,289.649994,-0.00270
10/17/1983,289.690002,0.00010
10/18/1983,283.619995,-0.02100
10/19/1983,279.850006,-0.01330
10/20/1983,281.25,0.00500
10/21/1983,279.48999,-0.00630
10/24/1983,276.809998,-0.00960
10/25/1983,278.600006,0.00650
10/26/1983,277.850006,-0.00270
10/27/1983,277.5,-0.00130
10/28/1983,276.140015,-0.00490
10/31/1983,274.549988,-0.00580
11/1/1983,273.040009,-0.00550
11/2/1983,275.179993,0.00780
11/3/1983,274.859985,-0.00120
11/4/1983,273.170013,-0.00610
11/7/1983,271.119995,-0.00750
11/8/1983,269.570007,-0.00570
11/9/1983,271,0.00530
11/10/1983,273.079987,0.00770
11/11/1983,277.130005,0.01480
11/14/1983,279.51001,0.00860
11/15/1983,278.920013,-0.00210
11/16/1983,279.940002,0.00370
11/17/1983,281.26001,0.00470
11/18/1983,281.279999,0.00010
11/21/1983,283.049988,0.00630
11/22/1983,284.549988,0.00530
11/23/1983,284.690002,0.00050
11/25/1983,285.48999,0.00280
11/28/1983,284.470001,-0.00360
11/29/1983,284.619995,0.00050
11/30/1983,285.670013,0.00370
12/1/1983,286.070007,0.00140
12/2/1983,283.910004,-0.00760
12/5/1983,282.48999,-0.00500
12/6/1983,282.049988,-0.00160
12/7/1983,282.149994,0.00040
12/8/1983,280.570007,-0.00560
12/9/1983,280.51001,-0.00020
12/12/1983,279.940002,-0.00200
12/13/1983,278.920013,-0.00360
12/14/1983,276.420013,-0.00900
12/15/1983,275.350006,-0.00390
12/16/1983,276.01001,0.00240
12/19/1983,275.579987,-0.00160
12/20/1983,274.51001,-0.00390
12/21/1983,275.630005,0.00410
12/22/1983,276.209991,0.00210
12/23/1983,276.540009,0.00120
12/27/1983,276.679993,0.00050
12/28/1983,276.570007,-0.00040
12/29/1983,277.059998,0.00180
12/30/1983,278.600006,0.00560
1/3/1984,277.630005,-0.00350
1/4/1984,280.970001,0.01200
1/5/1984,284.450012,0.01240
1/6/1984,287.899994,0.01210
1/9/1984,287.269989,-0.00220
1/10/1984,287.630005,0.00130
1/11/1984,287.679993,0.00020
1/12/1984,287.630005,-0.00020
1/13/1984,286.850006,-0.00270
1/16/1984,286.290009,-0.00200
1/17/1984,286.859985,0.00200
1/18/1984,287.209991,0.00120
1/19/1984,286.48999,-0.00250
1/20/1984,284.410004,-0.00730
1/23/1984,280.200012,-0.01480
1/24/1984,278.820007,-0.00490
1/25/1984,277.350006,-0.00530
1/26/1984,275.609985,-0.00630
1/27/1984,273.179993,-0.00880
1/30/1984,269.230011,-0.01450
1/31/1984,268.429993,-0.00300
2/1/1984,266.429993,-0.00750
2/2/1984,266.160004,-0.00100
2/3/1984,264.01001,-0.00810
2/6/1984,258.640015,-0.02030
2/7/1984,257.809998,-0.00320
2/8/1984,253.960007,-0.01490
2/9/1984,251.690002,-0.00890
2/10/1984,254.039993,0.00930
2/13/1984,250.570007,-0.01370
2/14/1984,252.429993,0.00740
2/15/1984,252.729996,0.00120
2/16/1984,251.839996,-0.00350
2/17/1984,251.330002,-0.00200
2/21/1984,249.960007,-0.00550
2/22/1984,249.160004,-0.00320
2/23/1984,247.089996,-0.00830
2/24/1984,251.440002,0.01760
2/27/1984,254.320007,0.01150
2/28/1984,251.550003,-0.01090
2/29/1984,252.570007,0.00410
3/1/1984,253.5,0.00370
3/2/1984,255.539993,0.00800
3/5/1984,253.860001,-0.00660
3/6/1984,252.240005,-0.00640
3/7/1984,249.160004,-0.01220
3/8/1984,249.660004,0.00200
3/9/1984,249.009995,-0.00260
3/12/1984,249.740005,0.00290
3/13/1984,250.669998,0.00370
3/14/1984,250.25,-0.00170
3/15/1984,251.050003,0.00320
3/16/1984,253.369995,0.00920
3/19/1984,251.649994,-0.00680
3/20/1984,252.740005,0.00430
3/21/1984,252.490005,-0.00100
3/22/1984,250.770004,-0.00680
3/23/1984,249.979996,-0.00320
3/26/1984,249.300003,-0.00270
3/27/1984,249.100006,-0.00080
3/28/1984,251.009995,0.00770
3/29/1984,251.630005,0.00250
3/30/1984,250.779999,-0.00340
4/2/1984,249.800003,-0.00390
4/3/1984,248.880005,-0.00370
4/4/1984,248.509995,-0.00150
4/5/1984,245.740005,-0.01110
4/6/1984,243.940002,-0.00730
4/9/1984,242.839996,-0.00450
4/10/1984,243.449997,0.00250
4/11/1984,241.789993,-0.00680
4/12/1984,242.559998,0.00320
4/13/1984,244.009995,0.00600
4/16/1984,243.880005,-0.00050
4/17/1984,245.589996,0.00700
4/18/1984,245.479996,-0.00040
4/19/1984,245.350006,-0.00050
4/23/1984,243.929993,-0.00580
4/24/1984,244.059998,0.00050
4/25/1984,243.899994,-0.00070
4/26/1984,245.929993,0.00830
4/27/1984,246.899994,0.00390
4/30/1984,247.440002,0.00220
5/1/1984,250.259995,0.01140
5/2/1984,253.009995,0.01100
5/3/1984,252.550003,-0.00180
5/4/1984,250.889999,-0.00660
5/7/1984,251.350006,0.00180
5/8/1984,252.419998,0.00430
5/9/1984,252.600006,0.00070
5/10/1984,252.910004,0.00120
5/11/1984,250.570007,-0.00930
5/14/1984,248.869995,-0.00680
5/15/1984,249,0.00050
5/16/1984,248.679993,-0.00130
5/17/1984,246.119995,-0.01030
5/18/1984,244.610001,-0.00610
5/21/1984,243.149994,-0.00600
5/22/1984,240.800003,-0.00970
5/23/1984,239.580002,-0.00510
5/24/1984,235.389999,-0.01750
5/25/1984,235.229996,-0.00070
5/29/1984,232.610001,-0.01110
5/30/1984,231.929993,-0.00290
5/31/1984,232.820007,0.00380
6/1/1984,235.899994,0.01320
6/4/1984,238.75,0.01210
6/5/1984,238.429993,-0.00130
6/6/1984,239.490005,0.00440
6/7/1984,239.889999,0.00170
6/8/1984,240.350006,0.00190
6/11/1984,238.119995,-0.00930
6/12/1984,237.039993,-0.00450
6/13/1984,237.779999,0.00310
6/14/1984,235.619995,-0.00910
6/15/1984,235.639999,0.00010
6/18/1984,236.820007,0.00500
6/19/1984,237.869995,0.00440
6/20/1984,238.350006,0.00200
6/21/1984,239.75,0.00590
6/22/1984,241.110001,0.00570
6/25/1984,240.850006,-0.00110
6/26/1984,238.880005,-0.00820
6/27/1984,237.199997,-0.00700
6/28/1984,238.320007,0.00470
6/29/1984,239.649994,0.00560
7/2/1984,237.910004,-0.00730
7/3/1984,238.289993,0.00160
7/5/1984,237.830002,-0.00190
7/6/1984,236.720001,-0.00470
7/9/1984,236.990005,0.00110
7/10/1984,236.25,-0.00310
7/11/1984,234.820007,-0.00610
7/12/1984,234.220001,-0.00260
7/13/1984,234.669998,0.00190
7/16/1984,233.690002,-0.00420
7/17/1984,233.5,-0.00080
7/18/1984,232.229996,-0.00540
7/19/1984,230.889999,-0.00580
7/20/1984,229.369995,-0.00660
7/23/1984,227.059998,-0.01010
7/24/1984,225.729996,-0.00590
7/25/1984,225.300003,-0.00190
7/26/1984,227.059998,0.00780
7/27/1984,229.300003,0.00990
7/30/1984,228.949997,-0.00150
7/31/1984,229.699997,0.00330
8/1/1984,233.350006,0.01590
8/2/1984,238.869995,0.02370
8/3/1984,246.240005,0.03090
8/6/1984,249.270004,0.01230
8/7/1984,249.089996,-0.00070
8/8/1984,248.020004,-0.00430
8/9/1984,250.330002,0.00930
8/10/1984,252.429993,0.00840
8/13/1984,251.350006,-0.00430
8/14/1984,250.630005,-0.00290
8/15/1984,249.699997,-0.00370
8/16/1984,250.330002,0.00250
8/17/1984,250.369995,0.00020
8/20/1984,250.220001,-0.00060
8/21/1984,253.330002,0.01240
8/22/1984,253.860001,0.00210
8/23/1984,254.119995,0.00100
8/24/1984,254.779999,0.00260
8/27/1984,253.289993,-0.00580
8/28/1984,254.369995,0.00430
8/29/1984,254.809998,0.00170
8/30/1984,254.559998,-0.00100
8/31/1984,254.639999,0.00030
9/4/1984,251.389999,-0.01280
9/5/1984,250.610001,-0.00310
9/6/1984,252.220001,0.00640
9/7/1984,251.679993,-0.00210
9/10/1984,250.529999,-0.00460
9/11/1984,251.800003,0.00510
9/12/1984,251.449997,-0.00140
9/13/1984,253.339996,0.00750
9/14/1984,255.600006,0.00890
9/17/1984,255.389999,-0.00080
9/18/1984,253.990005,-0.00550
9/19/1984,253.009995,-0.00390
9/20/1984,253.130005,0.00050
9/21/1984,252.679993,-0.00180
9/24/1984,250.800003,-0.00740
9/25/1984,250.009995,-0.00310
9/26/1984,250.229996,0.00090
9/27/1984,250.289993,0.00020
9/28/1984,249.940002,-0.00140
10/1/1984,247.860001,-0.00830
10/2/1984,246.100006,-0.00710
10/3/1984,244.809998,-0.00520
10/4/1984,245.199997,0.00160
10/5/1984,245.460007,0.00110
10/8/1984,244.559998,-0.00370
10/9/1984,244.089996,-0.00190
10/10/1984,243.289993,-0.00330
10/11/1984,244.699997,0.00580
10/12/1984,246.199997,0.00610
10/15/1984,247.699997,0.00610
10/16/1984,247.300003,-0.00160
10/17/1984,247.100006,-0.00080
10/18/1984,249.800003,0.01090
10/19/1984,251.199997,0.00560
10/22/1984,250.600006,-0.00240
10/23/1984,250.600006,0.00000
10/24/1984,250.800003,0.00080
10/25/1984,249,-0.00720
10/26/1984,247.399994,-0.00640
10/29/1984,246.5,-0.00360
10/30/1984,247.5,0.00410
10/31/1984,247,-0.00200
11/1/1984,248,0.00400
11/2/1984,248,0.00000
11/5/1984,248.399994,0.00160
11/6/1984,250.5,0.00850
11/7/1984,249.800003,-0.00280
11/8/1984,249.5,-0.00120
11/9/1984,249.5,0.00000
11/12/1984,249.300003,-0.00080
11/13/1984,247.800003,-0.00600
